"variable","Freq","Mean_imp","Median_imp","se","MP_ID","gtdb_sp_name","ncbi_sp_name","dataset","Time"
"Lachnoclostridium.sp..HF22_Day.7",0.01,0.004675,0.004675,NA,"HF22","Enterocloster asparagiformis","[Clostridium] asparagiforme_HF22","Mic_Species","Day 7"
"Lachnoclostridium.sp..MP625H6_ig1_Day.7",0.05,0.0209885714285714,0.0161948412698413,0.00564075356963351,"MP625H6_ig1","Enterocloster clostridioformis","[Clostridium] clostridioforme_MP625H6_ig1","Mic_Species","Day 7"
"Lachnoclostridium.sp..MP625H7_ig1_Day.7",0.04,0.0237666468253968,0.0177656746031746,0.00825695540195301,"MP625H7_ig1","Enterocloster bolteae","[Clostridium] bolteae_MP625H7_ig1","Mic_Species","Day 7"
"Lachnospiraceae.bacterium.7_1_58FAA_Day.7",0.07,0.0306019614512471,0.0360716666666666,0.00363259170023161,NA,NA,NA,"Mic_Species","Day 7"
"Lachnospiraceae.bacterium.CAG.364_Day.7",0.01,0.022725,0.022725,NA,NA,NA,NA,"Mic_Species","Day 7"
"Lactobacillus.fermentum_Day.7",0.09,0.02571,0.0227688095238096,0.00417801840429119,NA,NA,NA,"Mic_Species","Day 7"
"Lactobacillus.gasseri_Day.7",0.03,0.0171435978835979,0.0222724603174604,0.00577066602919049,NA,NA,NA,"Mic_Species","Day 7"
"Lactobacillus.paracasei_Day.7",0.02,0.0106571825396825,0.0106571825396825,0.00435384920634921,NA,NA,NA,"Mic_Species","Day 7"
"Lactobacillus.paragasseri_Day.7",0.05,0.0255522222222222,0.0251814285714286,0.0041283278068244,NA,NA,NA,"Mic_Species","Day 7"
"Lactobacillus.plantarum_Day.7",0.04,0.0312462265512266,0.0308422546897547,0.00533462924280546,NA,NA,NA,"Mic_Species","Day 7"
"Morganella.sp...in..Bacteria._Day.7",0.01,0.00435428571428571,0.00435428571428571,NA,NA,NA,NA,"Mic_Species","Day 7"
"N_sum_det",0.01,0.0181135714285715,0.0181135714285715,NA,NA,NA,NA,"Mic_Species","Day 7"
"Parabacteroides.distasonis_Day.7",0.03,0.0218512169312169,0.0185160317460318,0.00471359735776088,NA,NA,NA,"Mic_Species","Day 7"
"Pediococcus.pentosaceus_Day.7",0.01,0.00528904761904762,0.00528904761904762,NA,NA,NA,NA,"Mic_Species","Day 7"
"Prevotella.buccae_Day.7",0.01,0.00682190476190476,0.00682190476190476,NA,NA,NA,NA,"Mic_Species","Day 7"
"Proteus.mirabilis_Day.7",0.02,0.0329512301587302,0.0329512301587302,0.00256924603174602,NA,NA,NA,"Mic_Species","Day 7"
"Raoultella.ornithinolytica_Day.7",0.06,0.0135726322751323,0.0143455952380953,0.00224672208195711,NA,NA,NA,"Mic_Species","Day 7"
"Roseburia.intestinalis_Day.7",0.08,0.0277917063492063,0.0231090476190476,0.00681671820631775,NA,NA,NA,"Mic_Species","Day 7"
"Rothia.mucilaginosa_Day.7",0.02,0.0156079365079365,0.0156079365079365,0.00405912698412699,NA,NA,NA,"Mic_Species","Day 7"
"Saccharomyces.cerevisiae_Day.7",0.03,0.0297185978835979,0.0328642063492064,0.00456998715731979,NA,NA,NA,"Mic_Species","Day 7"
"Streptococcus.sp..MP111E2_Day.7",0.01,0.02212,0.02212,NA,"MP111E2","N/A","Streptococcus salivarius_MP111E2","Mic_Species","Day 7"
"Streptococcus.sp..MP259E10_Day.7",0.04,0.019062619047619,0.0186879761904762,0.00512650054448231,"MP259E10","Streptococcus parasanguinis_D","Streptococcus parasanguinis_MP259E10","Mic_Species","Day 7"
"Streptococcus.sp..MP273B8_Day.7",0.01,0.00970761904761906,0.00970761904761906,NA,"MP273B8","N/A","Streptococcus parasanguinis_MP273B8","Mic_Species","Day 7"
"Streptococcus.sp..MP596A02_Day.7",0.13,0.010851568986569,0.0108022222222222,0.00177542704744774,"MP596A02","Streptococcus salivarius","Streptococcus salivarius_MP596A02","Mic_Species","Day 7"
"Streptococcus.thermophilus_Day.7",0.2,0.0428540873015872,0.041156626984127,0.00331669007652619,NA,NA,NA,"Mic_Species","Day 7"
"Sutterella.wadsworthensis_Day.7",0.01,0.0298978571428572,0.0298978571428572,NA,NA,NA,NA,"Mic_Species","Day 7"
"Veillonella.infantium_Day.7",0.01,0.0297096825396826,0.0297096825396826,NA,NA,NA,NA,"Mic_Species","Day 7"
"Veillonella.parvula_Day.7",0.1,0.0319334365079365,0.0316030555555556,0.00417351452270318,NA,NA,NA,"Mic_Species","Day 7"
"Veillonella.rogosae_Day.7",0.01,0.0133685714285715,0.0133685714285715,NA,NA,NA,NA,"Mic_Species","Day 7"
"Veillonella.sp..HF34_Day.7",0.01,0.00358047619047619,0.00358047619047619,NA,"HF34","Veillonella parvula_A","Veillonella parvula_HF34","Mic_Species","Day 7"
"Veillonella.sp..MP19D1_02.09_Day.7",0.01,0.00527769841269841,0.00527769841269841,NA,"MP19D1_02.09","Veillonella dispar_A","Veillonella dispar_MP19D1_02.09","Mic_Species","Day 7"
"X.Clostridium..aldenense_Day.7",0.05,0.0259926984126984,0.0251611904761905,0.00521591209282377,NA,NA,NA,"Mic_Species","Day 7"
"X.Clostridium..bolteae_Day.7",0.01,0.0194634126984127,0.0194634126984127,NA,NA,NA,NA,"Mic_Species","Day 7"
"X.Clostridium..clostridioforme_Day.7",0.16,0.0451136458333332,0.0393944841269841,0.00635480014021132,NA,NA,NA,"Mic_Species","Day 7"
"X.Clostridium..cocleatum_Day.7",0.01,0.0303704761904762,0.0303704761904762,NA,NA,NA,NA,"Mic_Species","Day 7"
"X.Clostridium..sp..MP41B3_Day.7",0.07,0.0231010884353742,0.0205914285714286,0.00279586610905492,"MP41B3","Enterocloster citroniae","[Clostridium] citroniae_MP41B3","Mic_Species","Day 7"
"X.Clostridium..sp..MP626F4b_ig1_Day.7",0.01,0.0112938095238095,0.0112938095238095,NA,"MP626F4b_ig1","Enterocloster citroniae","[Clostridium] citroniae_MP626F4b_ig1","Mic_Species","Day 7"
"X.Ruminococcus..gnavus.CAG.126_Day.7",0.01,0.0117638095238095,0.0117638095238095,NA,NA,NA,NA,"Mic_Species","Day 7"
"X.Ruminococcus..gnavus_Day.7",0.02,0.0204017857142857,0.0204017857142857,0.00350154761904763,NA,NA,NA,"Mic_Species","Day 7"
"n_pretreatment_events",0.11,0.0202347258297258,0.0162797619047619,0.00320499637202587,NA,NA,NA,"Mic_Species","Day 7"
"total.recurrences",0.11,0.045265072150072,0.039387857142857,0.00668510716345494,NA,NA,NA,"Mic_Species","Day 7"
"total_abx_days_prescreen",0.15,0.0442830582010581,0.0360863492063492,0.00560635079434531,NA,NA,NA,"Mic_Species","Day 7"
"Abx.group",0.03,0.119798888888889,0.11164,0.0643356277752428,NA,NA,NA,"Calprotectin","Day 14"
"Age",0.08,0.102912916666667,0.0610349999999999,0.0357748393806776,NA,NA,NA,"Calprotectin","Day 14"
"BMI",0.09,0.11434925925926,0.129093333333334,0.0232209792648338,NA,NA,NA,"Calprotectin","Day 14"
"Calprotectin_Day.14",0.01,0.0865466666666664,0.0865466666666664,NA,NA,NA,NA,"Calprotectin","Day 14"
"abx_screen_status",0.09,0.0210466666666667,0.0113366666666667,0.00726761255736371,NA,NA,NA,"Calprotectin","Day 14"
"n_washout_days",0.12,0.165026111111111,0.185751666666667,0.0297796821054542,NA,NA,NA,"Calprotectin","Day 14"
"total.recurrences",0.2,0.131769333333333,0.147811666666667,0.0224959699582519,NA,NA,NA,"Calprotectin","Day 14"
"total_abx_days_prescreen",0.06,0.0562305555555558,0.026715,0.0319086591569991,NA,NA,NA,"Calprotectin","Day 14"
"Eotaxin.2_Day.14",0.36,0.0860155555555556,0.0692999999999999,0.00840805124041093,NA,NA,NA,"Cytokines","Day 14"
"I.309_Day.14",0.07,0.038357619047619,0.0304666666666667,0.00905420895765209,NA,NA,NA,"Cytokines","Day 14"
"IL.18_Day.14",0.03,0.103207777777778,0.0634933333333332,0.0446075182308552,NA,NA,NA,"Cytokines","Day 14"
"IL.1b_Day.14",0.01,0.00278333333333333,0.00278333333333333,NA,NA,NA,NA,"Cytokines","Day 14"
"IL.7_Day.14",0.01,0.00174333333333333,0.00174333333333333,NA,NA,NA,NA,"Cytokines","Day 14"
"IP.10_Day.14",0.01,0.0236333333333333,0.0236333333333333,NA,NA,NA,NA,"Cytokines","Day 14"
"MCP.1_Day.14",0.02,0.044155,0.044155,0.0130183333333333,NA,NA,NA,"Cytokines","Day 14"
"MDC_Day.14",0.04,0.0504416666666666,0.0450183333333334,0.0149505902583835,NA,NA,NA,"Cytokines","Day 14"
"MIG.CXCL9_Day.14",0.04,0.0228166666666666,0.0224833333333333,0.000597928522917678,NA,NA,NA,"Cytokines","Day 14"
"MIP.1b_Day.14",0.44,0.0745618939393939,0.0678583333333333,0.00558924347026126,NA,NA,NA,"Cytokines","Day 14"
"MIP.1d_Day.14",0.15,0.0551079999999999,0.0535566666666667,0.00737464120407823,NA,NA,NA,"Cytokines","Day 14"
"RANTES_Day.14",0.04,0.0419133333333332,0.02991,0.0162208237791449,NA,NA,NA,"Cytokines","Day 14"
"SCF_Day.14",0.62,0.0868754301075269,0.0832599999999998,0.0048708926703952,NA,NA,NA,"Cytokines","Day 14"
"TGFb1_Day.14",0.05,0.0306993333333333,0.0299833333333333,0.00472650016161831,NA,NA,NA,"Cytokines","Day 14"
"TGFb2_Day.14",0.16,0.045578125,0.0417300000000001,0.00525706683963268,NA,NA,NA,"Cytokines","Day 14"
"TGFb3_Day.14",0.01,0.0104133333333333,0.0104133333333333,NA,NA,NA,NA,"Cytokines","Day 14"
"TSLP_Day.14",0.01,0.00878333333333333,0.00878333333333333,NA,NA,NA,NA,"Cytokines","Day 14"
"VEGF.A_Day.14",0.1,0.0438106666666667,0.0442633333333334,0.00542178028253623,NA,NA,NA,"Cytokines","Day 14"
"X6CKine_Day.14",0.08,0.0383283333333333,0.0303616666666667,0.00832606459182852,NA,NA,NA,"Cytokines","Day 14"
"abx_screen_status",0.01,0.0124733333333333,0.0124733333333333,NA,NA,NA,NA,"Cytokines","Day 14"
"total.recurrences",0.1,0.0396903333333333,0.03457,0.00684241662691597,NA,NA,NA,"Cytokines","Day 14"
"total_abx_days_prescreen",0.01,0.0451766666666667,0.0451766666666667,NA,NA,NA,NA,"Cytokines","Day 14"
"Abx.group",0.08,0.0365479166666668,0.00957500000000001,0.0219659839743029,NA,NA,NA,"SCFA","Day 14"
"Acetic.acid_Day.14",0.26,0.0565064102564102,0.0515550000000001,0.010761921967837,NA,NA,NA,"SCFA","Day 14"
"Age",0.07,0.0493814285714285,0.0439400000000001,0.00937602480768128,NA,NA,NA,"SCFA","Day 14"
"BMI",0.04,0.0722524999999999,0.0703433333333332,0.00787450802402086,NA,NA,NA,"SCFA","Day 14"
"Butyric.acid_Day.14",0.1,0.0673793333333334,0.0503050000000001,0.0186338592107599,NA,NA,NA,"SCFA","Day 14"
"Hexanoic.acid_Day.14",0.04,0.0596475,0.0570283333333334,0.0220264512018231,NA,NA,NA,"SCFA","Day 14"
"Isobutyric.acid_Day.14",0.17,0.0488088235294117,0.0570633333333334,0.0054424644938149,NA,NA,NA,"SCFA","Day 14"
"Isovaleric.acid_Day.14",0.12,0.0447794444444444,0.0292233333333333,0.00955085389234654,NA,NA,NA,"SCFA","Day 14"
"Propionic.acid_Day.14",0.03,0.0456588888888889,0.0390333333333334,0.00819445258003361,NA,NA,NA,"SCFA","Day 14"
"Succinic.acid_Day.14",0.27,0.0997583950617285,0.0789933333333332,0.0132218927553225,NA,NA,NA,"SCFA","Day 14"
"Valeric.acid_Day.14",0.25,0.0974844,0.0745899999999998,0.015231045866086,NA,NA,NA,"SCFA","Day 14"
"X2.Methylbutyric.acid_Day.14",0.19,0.0371638596491228,0.0336,0.00512305656118689,NA,NA,NA,"SCFA","Day 14"
"abx_screen_status",0.05,0.0184533333333333,0.00789333333333334,0.0084204062319529,NA,NA,NA,"SCFA","Day 14"
"n_pretreatment_events",0.02,0.00986,0.00986,0.00426666666666667,NA,NA,NA,"SCFA","Day 14"
"n_washout_days",0.05,0.0664153333333333,0.05813,0.0233384541666515,NA,NA,NA,"SCFA","Day 14"
"total.recurrences",0.19,0.0952029824561406,0.0771733333333331,0.0134581774525394,NA,NA,NA,"SCFA","Day 14"
"total_abx_days_prescreen",0.05,0.0486446666666667,0.0444966666666667,0.0102082314062938,NA,NA,NA,"SCFA","Day 14"
"treat.day.len.abx",0.01,0.134786666666667,0.134786666666667,NA,NA,NA,NA,"SCFA","Day 14"
"Abx.group",0.1,0.0739333333333334,0.0540949999999999,0.0248776799809502,NA,NA,NA,"BA","Day 14"
"Age",0.02,0.0372983333333334,0.0372983333333334,0.00207833333333334,NA,NA,NA,"BA","Day 14"
"Alloiso_Isolithocholic.Acid_Day.14",0.01,0.01362,0.01362,NA,NA,NA,NA,"BA","Day 14"
"BMI",0.08,0.115295,0.083688333333333,0.0253444141727897,NA,NA,NA,"BA","Day 14"
"Chenodeoxycholic.Acid_Day.14",0.01,0.0170766666666667,0.0170766666666667,NA,NA,NA,NA,"BA","Day 14"
"Cholic.Acid_Day.14",0.01,0.0223266666666666,0.0223266666666666,NA,NA,NA,NA,"BA","Day 14"
"Dehydrolithocholic.Acid_Day.14",0.04,0.0975524999999995,0.034675,0.0695406862706335,NA,NA,NA,"BA","Day 14"
"Deoxycholic.Acid_Day.14",0.04,0.0560216666666665,0.0579583333333332,0.0149834541151972,NA,NA,NA,"BA","Day 14"
"Glycochenodeoxycholic.Acid_Day.14",0.02,0.03052,0.03052,0.00452000000000002,NA,NA,NA,"BA","Day 14"
"Glycodeoxycholic.Acid_Day.14",0.04,0.016355,0.0190116666666667,0.0042007385814437,NA,NA,NA,"BA","Day 14"
"Lithocholic.Acid_Day.14",0.04,0.0213866666666667,0.021685,0.00336899616876974,NA,NA,NA,"BA","Day 14"
"Taurochenodeoxycholic.Acid_Day.14",0.09,0.0391555555555555,0.02973,0.0104233895046396,NA,NA,NA,"BA","Day 14"
"Taurocholic.Acid_Day.14",0.04,0.0535999999999999,0.05,0.0205023525298746,NA,NA,NA,"BA","Day 14"
"Taurodeoxycholic.Acid_Day.14",0.01,0.00885333333333334,0.00885333333333334,NA,NA,NA,NA,"BA","Day 14"
"Taurolithocholic.Acid_Day.14",0.03,0.0317444444444444,0.0163366666666667,0.0217420172096721,NA,NA,NA,"BA","Day 14"
"Ursodeoxycholic.Acid_Day.14",0.29,0.125271149425288,0.115716666666666,0.0158009086730904,NA,NA,NA,"BA","Day 14"
"abx_screen_status",0.01,0.0827199999999997,0.0827199999999997,NA,NA,NA,NA,"BA","Day 14"
"n_washout_days",0.07,0.0381338095238095,0.0124533333333333,0.0144727758921949,NA,NA,NA,"BA","Day 14"
"total.recurrences",0.09,0.12813925925926,0.14754,0.0246484359042113,NA,NA,NA,"BA","Day 14"
"treat.day.len.abx",0.02,0.012835,0.012835,0.003915,NA,NA,NA,"BA","Day 14"
"Abx.group",0.03,0.0507577777777777,0.04103,0.0246194474720119,NA,NA,NA,"Mic_Class","Day 14"
"Actinobacteria_Day.14",0.12,0.0556641666666666,0.0456416666666668,0.00778153260510698,NA,NA,NA,"Mic_Class","Day 14"
"Age",0.01,0.0465033333333334,0.0465033333333334,NA,NA,NA,NA,"Mic_Class","Day 14"
"BMI",0.08,0.0634470833333332,0.0607833333333333,0.00868434258455934,NA,NA,NA,"Mic_Class","Day 14"
"Bacilli_Day.14",0.02,0.048275,0.048275,0.00911833333333332,NA,NA,NA,"Mic_Class","Day 14"
"Bacteroidia_Day.14",0.14,0.0593638095238095,0.0546050000000001,0.00690893267995915,NA,NA,NA,"Mic_Class","Day 14"
"Betaproteobacteria_Day.14",0.58,0.0771329885057471,0.0690849999999999,0.00562951438719154,NA,NA,NA,"Mic_Class","Day 14"
"Clostridia_Day.14",0.05,0.057096,0.0486266666666668,0.0103946163095239,NA,NA,NA,"Mic_Class","Day 14"
"Deltaproteobacteria_Day.14",0.38,0.047545,0.0387766666666667,0.00548340038633896,NA,NA,NA,"Mic_Class","Day 14"
"Epsilonproteobacteria_Day.14",0.08,0.0402770833333333,0.0360466666666667,0.00784372829630842,NA,NA,NA,"Mic_Class","Day 14"
"Erysipelotrichia_Day.14",0.1,0.062107,0.0526716666666667,0.00966389379706684,NA,NA,NA,"Mic_Class","Day 14"
"Fusobacteriia_Day.14",0.06,0.0331305555555556,0.0322066666666667,0.00332876569457552,NA,NA,NA,"Mic_Class","Day 14"
"Gammaproteobacteria_Day.14",0.11,0.0567675757575757,0.0629566666666667,0.00637429978869388,NA,NA,NA,"Mic_Class","Day 14"
"N_sum_det",0.18,0.0638731481481481,0.0571716666666667,0.00831025896278111,NA,NA,NA,"Mic_Class","Day 14"
"Negativicutes_Day.14",0.03,0.0497133333333333,0.0364166666666667,0.0140177462921509,NA,NA,NA,"Mic_Class","Day 14"
"Verrucomicrobiae_Day.14",0.03,0.00391777777777778,0.00362,0.000467005168237455,NA,NA,NA,"Mic_Class","Day 14"
"abx_screen_status",0.02,0.0314966666666667,0.0314966666666667,0.00795666666666671,NA,NA,NA,"Mic_Class","Day 14"
"n_washout_days",0.04,0.0492183333333333,0.0544033333333334,0.0102649487650036,NA,NA,NA,"Mic_Class","Day 14"
"total.recurrences",0.17,0.0677521568627451,0.0496166666666668,0.00874105802635076,NA,NA,NA,"Mic_Class","Day 14"
"total_abx_days_prescreen",0.06,0.0544038888888889,0.0469350000000001,0.0122698016047429,NA,NA,NA,"Mic_Class","Day 14"
"uncl_Class_of_Firmicutes_Day.14",0.25,0.0481658666666666,0.0423800000000001,0.0045343572098663,NA,NA,NA,"Mic_Class","Day 14"
"Abx.group",0.02,0.0381433333333334,0.0381433333333334,0.0131433333333334,NA,NA,NA,"Mic_Order","Day 14"
"Actinomycetales_Day.14",0.09,0.0338003703703704,0.0305866666666667,0.00553241110801054,NA,NA,NA,"Mic_Order","Day 14"
"Age",0.02,0.0587533333333334,0.0587533333333334,0.000933333333333286,NA,NA,NA,"Mic_Order","Day 14"
"BMI",0.05,0.0308646666666667,0.0310166666666667,0.0019456511620649,NA,NA,NA,"Mic_Order","Day 14"
"Bacillales_Day.14",0.01,0.0223033333333333,0.0223033333333333,NA,NA,NA,NA,"Mic_Order","Day 14"
"Bacteroidales_Day.14",0.13,0.0439333333333333,0.0432033333333334,0.00396051935139364,NA,NA,NA,"Mic_Order","Day 14"
"Bifidobacteriales_Day.14",0.34,0.0614982352941176,0.0602666666666667,0.00547921185678245,NA,NA,NA,"Mic_Order","Day 14"
"Burkholderiales_Day.14",0.61,0.0617306557377049,0.0554066666666667,0.00452258128510551,NA,NA,NA,"Mic_Order","Day 14"
"Campylobacterales_Day.14",0.05,0.0261953333333334,0.0183333333333333,0.00767534650683604,NA,NA,NA,"Mic_Order","Day 14"
"Clostridiales_Day.14",0.05,0.0604259999999999,0.0656966666666666,0.0123928846251925,NA,NA,NA,"Mic_Order","Day 14"
"Desulfovibrionales_Day.14",0.35,0.047776,0.0350366666666667,0.00651429972818617,NA,NA,NA,"Mic_Order","Day 14"
"Eggerthellales_Day.14",0.01,0.0277366666666666,0.0277366666666666,NA,NA,NA,NA,"Mic_Order","Day 14"
"Enterobacterales_Day.14",0.15,0.0577833333333333,0.0513900000000001,0.00692741962389332,NA,NA,NA,"Mic_Order","Day 14"
"Erysipelotrichales_Day.14",0.12,0.0608091666666667,0.0552383333333333,0.0092588166383685,NA,NA,NA,"Mic_Order","Day 14"
"Fusobacteriales_Day.14",0.09,0.0341144444444445,0.03575,0.0025243261538209,NA,NA,NA,"Mic_Order","Day 14"
"Lactobacillales_Day.14",0.01,0.0300666666666667,0.0300666666666667,NA,NA,NA,NA,"Mic_Order","Day 14"
"Micrococcales_Day.14",0.01,0.00626666666666667,0.00626666666666667,NA,NA,NA,NA,"Mic_Order","Day 14"
"N_sum_det",0.16,0.0567452083333333,0.0519483333333334,0.00685553565841305,NA,NA,NA,"Mic_Order","Day 14"
"Veillonellales_Day.14",0.04,0.0562341666666667,0.0551433333333334,0.00360789267902096,NA,NA,NA,"Mic_Order","Day 14"
"n_washout_days",0.05,0.0410433333333334,0.0468200000000001,0.00827560397258782,NA,NA,NA,"Mic_Order","Day 14"
"total.recurrences",0.13,0.0543246153846154,0.0469466666666667,0.00531950555906682,NA,NA,NA,"Mic_Order","Day 14"
"total_abx_days_prescreen",0.03,0.0442411111111111,0.0489600000000001,0.0193079229883345,NA,NA,NA,"Mic_Order","Day 14"
"uncl_Order_of_Clostridia_Day.14",0.01,0.0289766666666667,0.0289766666666667,NA,NA,NA,NA,"Mic_Order","Day 14"
"uncl_Order_of_Firmicutes_Day.14",0.28,0.0418744047619047,0.03509,0.00414308763644268,NA,NA,NA,"Mic_Order","Day 14"
"Actinomyces_Day.14",0.07,0.0348433333333334,0.0388833333333334,0.0055528819439637,NA,NA,NA,"Mic_Genus","Day 14"
"Age",0.01,0.0452866666666667,0.0452866666666667,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Anaeromassilibacillus_Day.14",0.13,0.0222635897435897,0.0250566666666667,0.00312584360035725,NA,NA,NA,"Mic_Genus","Day 14"
"BMI",0.01,0.0292666666666667,0.0292666666666667,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Bacteroides_Day.14",0.03,0.0275177777777778,0.0208666666666667,0.00693637362116156,NA,NA,NA,"Mic_Genus","Day 14"
"Bifidobacterium_Day.14",0.66,0.048260606060606,0.0429166666666667,0.0031512084113469,NA,NA,NA,"Mic_Genus","Day 14"
"Bilophila_Day.14",0.09,0.0239688888888889,0.0214666666666667,0.00355556427950319,NA,NA,NA,"Mic_Genus","Day 14"
"Butyricicoccus_Day.14",0.06,0.0175427777777778,0.0179816666666667,0.00202750264495725,NA,NA,NA,"Mic_Genus","Day 14"
"Campylobacter_Day.14",0.01,0.00945,0.00945,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Cellulosilyticum_Day.14",0.02,0.0160016666666667,0.0160016666666667,0.00240833333333332,NA,NA,NA,"Mic_Genus","Day 14"
"Citrobacter_Day.14",0.66,0.0570238383838384,0.0551950000000001,0.00304918110638596,NA,NA,NA,"Mic_Genus","Day 14"
"Dialister_Day.14",0.09,0.0240592592592593,0.02089,0.00451502039759205,NA,NA,NA,"Mic_Genus","Day 14"
"Dorea_Day.14",0.07,0.0265385714285714,0.0262033333333333,0.00519959185705665,NA,NA,NA,"Mic_Genus","Day 14"
"Eisenbergiella_Day.14",0.01,0.0158733333333333,0.0158733333333333,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Enterobacter_Day.14",0.19,0.0211529824561404,0.0198366666666667,0.00254803533604464,NA,NA,NA,"Mic_Genus","Day 14"
"Enterococcus_Day.14",0.01,0.0375066666666667,0.0375066666666667,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Eubacterium_Day.14",0.03,0.0310188888888889,0.0306133333333333,0.00594920235342315,NA,NA,NA,"Mic_Genus","Day 14"
"Faecalibacterium_Day.14",0.04,0.0226033333333333,0.0179666666666667,0.0076694089298546,NA,NA,NA,"Mic_Genus","Day 14"
"Flavonifractor_Day.14",0.08,0.0333358333333333,0.03044,0.00438788672378785,NA,NA,NA,"Mic_Genus","Day 14"
"Fusobacterium_Day.14",0.03,0.0145288888888889,0.0141366666666667,0.000403945051879918,NA,NA,NA,"Mic_Genus","Day 14"
"Lachnoclostridium_Day.14",0.01,0.0317733333333333,0.0317733333333333,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Massiliomicrobiota_Day.14",0.02,0.02455,0.02455,0.00944333333333333,NA,NA,NA,"Mic_Genus","Day 14"
"Merdimonas_Day.14",0.03,0.02017,0.0174233333333333,0.00356418033795731,NA,NA,NA,"Mic_Genus","Day 14"
"N_sum_det",0.16,0.0356066666666667,0.031775,0.00485754349402002,NA,NA,NA,"Mic_Genus","Day 14"
"Parasutterella_Day.14",0.03,0.0168466666666667,0.0151133333333333,0.00433489245455899,NA,NA,NA,"Mic_Genus","Day 14"
"Prevotella_Day.14",0.01,0.03194,0.03194,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Robinsoniella_Day.14",0.01,0.00893,0.00893,NA,NA,NA,NA,"Mic_Genus","Day 14"
"Romboutsia_Day.14",0.08,0.0164954166666667,0.0173016666666667,0.00237413659640152,NA,NA,NA,"Mic_Genus","Day 14"
"Roseburia_Day.14",0.06,0.02218,0.02416,0.00355084476125309,NA,NA,NA,"Mic_Genus","Day 14"
"Ruthenibacterium_Day.14",0.02,0.0118566666666667,0.0118566666666667,0.00130666666666667,NA,NA,NA,"Mic_Genus","Day 14"
"Streptococcus_Day.14",0.18,0.0429903703703704,0.03855,0.00412090001246976,NA,NA,NA,"Mic_Genus","Day 14"
"Subdoligranulum_Day.14",0.14,0.0245233333333333,0.0184366666666667,0.00457909034373295,NA,NA,NA,"Mic_Genus","Day 14"
"Sutterella_Day.14",0.09,0.030482962962963,0.02382,0.00676781899156635,NA,NA,NA,"Mic_Genus","Day 14"
"Tyzzerella_Day.14",0.09,0.0236651851851852,0.01825,0.00418723969565411,NA,NA,NA,"Mic_Genus","Day 14"
"Veillonella_Day.14",0.02,0.0489933333333334,0.0489933333333334,0.00055999999999997,NA,NA,NA,"Mic_Genus","Day 14"
"abx_screen_status",0.01,0.0150133333333333,0.0150133333333333,NA,NA,NA,NA,"Mic_Genus","Day 14"
"n_washout_days",0.03,0.0103355555555556,0.01073,0.002360954243155,NA,NA,NA,"Mic_Genus","Day 14"
"total.recurrences",0.06,0.0486899999999999,0.053085,0.011711345116785,NA,NA,NA,"Mic_Genus","Day 14"
"total_abx_days_prescreen",0.01,0.03241,0.03241,NA,NA,NA,NA,"Mic_Genus","Day 14"
"uncl_Genus_of_Clostridiales_Day.14",0.04,0.0342808333333334,0.0348366666666667,0.00824925691097893,NA,NA,NA,"Mic_Genus","Day 14"
"uncl_Genus_of_Firmicutes_Day.14",0.13,0.0379523076923077,0.03247,0.0059928120095064,NA,NA,NA,"Mic_Genus","Day 14"
"uncl_Genus_of_Lactobacillales_Day.14",0.03,0.0489066666666667,0.0562033333333334,0.00863809028105772,NA,NA,NA,"Mic_Genus","Day 14"
"Absiella.sp..HF20_ig1_Day.14",0.01,0.0388466666666667,0.0388466666666667,NA,"HF20_ig1","Longicatena innocuum","[Clostridium] innocuum_HF20_ig1","Mic_Species","Day 14"
"Absiella.sp..MP634G1_ig1_Day.14",0.01,0.01603,0.01603,NA,"MP634G1_ig1","Longicatena innocuum","[Clostridium] innocuum_MP634G1_ig1","Mic_Species","Day 14"
"Absiella.sp..VE303.07_Day.14",0.03,0.0194555555555555,0.0195233333333333,0.000688843188448287,NA,NA,NA,"Mic_Species","Day 14"
"Abx.group",0.01,0.00774,0.00774,NA,NA,NA,NA,"Mic_Species","Day 14"
"Actinomyces.sp..HPA0247_Day.14",0.03,0.0350544444444444,0.0191733333333333,0.0188294161445775,NA,NA,NA,"Mic_Species","Day 14"
"Age",0.04,0.0390725,0.0403416666666667,0.0052055234865015,NA,NA,NA,"Mic_Species","Day 14"
"Anaeromassilibacillus.sp..An250_Day.14",0.03,0.0581244444444444,0.0452300000000001,0.0166798885702527,NA,NA,NA,"Mic_Species","Day 14"
"Bacteroides.ovatus_Day.14",0.02,0.0241333333333333,0.0241333333333333,0.00542,NA,NA,NA,"Mic_Species","Day 14"
"Bifidobacterium.breve_Day.14",0.02,0.023595,0.023595,0.0114283333333333,NA,NA,NA,"Mic_Species","Day 14"
"Bifidobacterium.dentium_Day.14",0.07,0.0427504761904761,0.03368,0.0101621114288501,NA,NA,NA,"Mic_Species","Day 14"
"Bifidobacterium.longum_Day.14",0.12,0.0339758333333334,0.023825,0.00944537715054267,NA,NA,NA,"Mic_Species","Day 14"
