"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval","Class"
"Tauroursodeoxycholic Acid.Flavonifractor.plautii.St_Abundance",0.978997059019181,1.7441010615857,43,0.561318997265617,0.577493943266632,"Tauroursodeoxycholic Acid","St_Abundance","Flavonifractor.plautii",0.682299971177622,"Secondary BA"
"Tauroursodeoxycholic Acid.Hungatella.sp..MP355B12.St_Abundance",-1.04531678293406,1.95961595527126,43,-0.533429410044461,0.59648303259345,"Tauroursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP355B12",0.699850212630622,"Secondary BA"
"Tauroursodeoxycholic Acid.Dialister.invisus.St_Abundance",-1.48513179939342,2.77681505540432,43,-0.534832810166097,0.595520502756061,"Tauroursodeoxycholic Acid","St_Abundance","Dialister.invisus",0.699189745322354,"Secondary BA"
"Tauroursodeoxycholic Acid.Hungatella.sp..MP68H3.St_Abundance",0.696345746987025,2.43753244507677,43,0.2856765038732,0.776497591773834,"Tauroursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP68H3",0.842666783634584,"Secondary BA"
"Tauroursodeoxycholic Acid.Hungatella.sp..MP42C12.St_Abundance",2.45122294378178,5.39367178699297,43,0.454462755722918,0.651781742170026,"Tauroursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42C12",0.747816654591082,"Secondary BA"
"Tauroursodeoxycholic Acid.Hungatella.sp..MP42A4.St_Abundance",-0.254253424539035,1.33512512332407,43,-0.190434154894801,0.849865165471295,"Tauroursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42A4",0.89377579207184,"Secondary BA"
"Tauroursodeoxycholic Acid.Bifidobacterium.dentium.St_Abundance",-0.169670209246765,0.675105582508832,43,-0.251323961233197,0.802760859737879,"Tauroursodeoxycholic Acid","St_Abundance","Bifidobacterium.dentium",0.860272884011003,"Secondary BA"
"Tauroursodeoxycholic Acid.Dialister.invisus.CAG.218.St_Abundance",-3.02310009463295,2.92629479471183,43,-1.03308118515471,0.307341475179882,"Tauroursodeoxycholic Acid","St_Abundance","Dialister.invisus.CAG.218",0.433038415850384,"Secondary BA"
"Tauroursodeoxycholic Acid.Klebsiella.pneumoniae.St_Abundance",0.350036131087529,0.341300944154897,43,1.02559379656644,0.310818226864792,"Tauroursodeoxycholic Acid","St_Abundance","Klebsiella.pneumoniae",0.436217070738456,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Clostridium..spiroforme.St_Abundance",-13.7363214941017,7.62456733552037,43,-1.80158701335204,0.0786246569623068,"Tauroursodeoxycholic Acid","St_Abundance","X.Clostridium..spiroforme",0.155269816881043,"Secondary BA"
"Tauroursodeoxycholic Acid.Campylobacter.curvus.St_Abundance",-1.06012360695032,1.88460349667235,43,-0.56251811525458,0.576684149826707,"Tauroursodeoxycholic Acid","St_Abundance","Campylobacter.curvus",0.681593614789669,"Secondary BA"
"Tauroursodeoxycholic Acid.Ruthenibacterium.lactatiformans.St_Abundance",1.07819019835826,3.14406727373898,43,0.34292847591523,0.733323143403339,"Tauroursodeoxycholic Acid","St_Abundance","Ruthenibacterium.lactatiformans",0.813678493768156,"Secondary BA"
"Tauroursodeoxycholic Acid.Hungatella.hathewayi.St_Abundance",0.112991357783658,0.879293721664826,43,0.128502404827506,0.898350544623367,"Tauroursodeoxycholic Acid","St_Abundance","Hungatella.hathewayi",0.92673467570449,"Secondary BA"
"Tauroursodeoxycholic Acid.Ruminococcaceae.bacterium.cv2.St_Abundance",5.28180596999077,3.56840047219939,43,1.48016065212975,0.14612051348676,"Tauroursodeoxycholic Acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.24648354410571,"Secondary BA"
"Tauroursodeoxycholic Acid.Enterococcus.faecium.St_Abundance",-0.864914754730918,1.9762040928332,43,-0.437664691550621,0.663819933121632,"Tauroursodeoxycholic Acid","St_Abundance","Enterococcus.faecium",0.758247169212988,"Secondary BA"
"Tauroursodeoxycholic Acid.Ruthenibacterium.sp..VE800.03.St_Abundance",2.23594541533875,3.2461852358131,43,0.688791690218717,0.494654213001413,"Tauroursodeoxycholic Acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.613121423458228,"Secondary BA"
"Tauroursodeoxycholic Acid.Citrobacter.freundii.St_Abundance",-0.535911317430457,0.941499895621151,43,-0.569210171900116,0.572175048950573,"Tauroursodeoxycholic Acid","St_Abundance","Citrobacter.freundii",0.677758732016591,"Secondary BA"
"Tauroursodeoxycholic Acid.Subdoligranulum.sp..MP158A7.St_Abundance",0.0161861944824424,3.40461438764791,43,0.00475419317417169,0.996228705296915,"Tauroursodeoxycholic Acid","St_Abundance","Subdoligranulum.sp..MP158A7",0.997469338802888,"Secondary BA"
"Tauroursodeoxycholic Acid.Lactococcus.lactis.St_Abundance",-2.81598573025355,4.56206958149815,43,-0.617260583151562,0.540317917412429,"Tauroursodeoxycholic Acid","St_Abundance","Lactococcus.lactis",0.651664137407977,"Secondary BA"
"Tauroursodeoxycholic Acid.Lactobacillus.paragasseri.St_Abundance",-2.52495541863002,2.41754814486653,43,-1.04442818398118,0.302123499319136,"Tauroursodeoxycholic Acid","St_Abundance","Lactobacillus.paragasseri",0.428422357782064,"Secondary BA"
"Tauroursodeoxycholic Acid.Erysipelatoclostridium.sp..MP572A05.St_Abundance",-7.03135701100557,4.72784028738883,43,-1.48722388735533,0.144252428165474,"Tauroursodeoxycholic Acid","St_Abundance","Erysipelatoclostridium.sp..MP572A05",0.243909468443829,"Secondary BA"
"Tauroursodeoxycholic Acid.Enterobacter.cloacae.St_Abundance",-0.497223973656073,1.22842730556906,43,-0.404764670568552,0.687657053618086,"Tauroursodeoxycholic Acid","St_Abundance","Enterobacter.cloacae",0.77664796643925,"Secondary BA"
"Tauroursodeoxycholic Acid.Romboutsia.sp..MP232A8.St_Abundance",-11.1213640429471,4.46905815941397,43,-2.48852524318132,0.0167787767947591,"Tauroursodeoxycholic Acid","St_Abundance","Romboutsia.sp..MP232A8",0.0427749077859258,"Secondary BA"
"Tauroursodeoxycholic Acid.Faecalibacterium.prausnitzii.St_Abundance",-0.439545575099744,1.58526302686299,43,-0.277269808007534,0.782901596042923,"Tauroursodeoxycholic Acid","St_Abundance","Faecalibacterium.prausnitzii",0.846038821530255,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.salivarius.St_Abundance",-2.2053956151162,3.06697202273234,43,-0.719079143458059,0.475982017174584,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.salivarius",0.59760225150633,"Secondary BA"
"Tauroursodeoxycholic Acid.Klebsiella.oxytoca.St_Abundance",0.151683522888422,0.520164952448611,43,0.291606580132689,0.771989624071329,"Tauroursodeoxycholic Acid","St_Abundance","Klebsiella.oxytoca",0.840317695384462,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.thermophilus.St_Abundance",1.64584418630474,1.33155549639702,43,1.23603123621819,0.223156631481458,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.thermophilus",0.339806688846766,"Secondary BA"
"Tauroursodeoxycholic Acid.Lactobacillus.rhamnosus.St_Abundance",-1.69543792207067,0.807097005810247,43,-2.10066189053523,0.0415710840739213,"Tauroursodeoxycholic Acid","St_Abundance","Lactobacillus.rhamnosus",0.0916958891507071,"Secondary BA"
"Tauroursodeoxycholic Acid.Actinomyces.graevenitzii.St_Abundance",10.6599490031782,19.1454455554762,43,0.556787721251497,0.580559018202714,"Tauroursodeoxycholic Acid","St_Abundance","Actinomyces.graevenitzii",0.684914821181192,"Secondary BA"
"Tauroursodeoxycholic Acid.Actinomyces.sp..HPA0247.St_Abundance",-3.95691467566808,7.71392814007773,43,-0.512957160582029,0.610606648242586,"Tauroursodeoxycholic Acid","St_Abundance","Actinomyces.sp..HPA0247",0.712780755262489,"Secondary BA"
"Tauroursodeoxycholic Acid.Actinomyces.oris.St_Abundance",-20.8024752093371,12.6572196705566,43,-1.6435264418874,0.10756729033318,"Tauroursodeoxycholic Acid","St_Abundance","Actinomyces.oris",0.194128173799949,"Secondary BA"
"Tauroursodeoxycholic Acid.Actinomyces.naeslundii.St_Abundance",-12.445291266999,10.2254655333217,43,-1.21708798748023,0.230208497509949,"Tauroursodeoxycholic Acid","St_Abundance","Actinomyces.naeslundii",0.346727297104014,"Secondary BA"
"Tauroursodeoxycholic Acid.Saccharomyces.cerevisiae.St_Abundance",29.206660016965,7.64548338136051,43,3.82011948232994,0.000424037151536482,"Tauroursodeoxycholic Acid","St_Abundance","Saccharomyces.cerevisiae",0.00186680832216472,"Secondary BA"
"Tauroursodeoxycholic Acid.Rothia.mucilaginosa.St_Abundance",-3.03363646813423,7.80080853012171,43,-0.388887441144117,0.699278508210595,"Tauroursodeoxycholic Acid","St_Abundance","Rothia.mucilaginosa",0.786734190101548,"Secondary BA"
"Tauroursodeoxycholic Acid.Clostridium.sp..C105KSO14.St_Abundance",-0.167065900611049,1.69400062581618,43,-0.0986221008806033,0.921896641266371,"Tauroursodeoxycholic Acid","St_Abundance","Clostridium.sp..C105KSO14",0.943458901611026,"Secondary BA"
"Tauroursodeoxycholic Acid.Roseburia.intestinalis.St_Abundance",0.0639098151894574,1.08426262546808,43,0.0589431136777099,0.953270499784266,"Tauroursodeoxycholic Acid","St_Abundance","Roseburia.intestinalis",0.966646043609081,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..VE303.05.St_Abundance",0.727199388618625,0.660406796331534,43,1.10113855983632,0.276962214014282,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..VE303.05",0.401124205435878,"Secondary BA"
"Tauroursodeoxycholic Acid.Anaerotruncus.colihominis.St_Abundance",-0.00524546958237209,4.76848584964882,43,-0.00110002834186,0.999127392168977,"Tauroursodeoxycholic Acid","St_Abundance","Anaerotruncus.colihominis",0.999438162741969,"Secondary BA"
"Tauroursodeoxycholic Acid.Eggerthella.lenta.St_Abundance",2.47443877951389,4.14794482746223,43,0.596545731064555,0.553938594150303,"Tauroursodeoxycholic Acid","St_Abundance","Eggerthella.lenta",0.663612039034224,"Secondary BA"
"Tauroursodeoxycholic Acid.Roseburia.inulinivorans.St_Abundance",-1.90349197814879,2.44467590102322,43,-0.778627538052012,0.440463041859024,"Tauroursodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans",0.56559358858799,"Secondary BA"
"Tauroursodeoxycholic Acid.Roseburia.intestinalis.CAG.13.St_Abundance",-1.48457939877589,1.86771348952955,43,-0.794864633734497,0.431057816229905,"Tauroursodeoxycholic Acid","St_Abundance","Roseburia.intestinalis.CAG.13",0.556963413818954,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Clostridium..symbiosum.St_Abundance",0.733628794374605,0.688680099114347,43,1.06526788754033,0.292699980544756,"Tauroursodeoxycholic Acid","St_Abundance","X.Clostridium..symbiosum",0.417994288380078,"Secondary BA"
"Tauroursodeoxycholic Acid.Clostridioides.difficile.St_Abundance",-0.270343375537289,0.780950108866951,43,-0.346172402651328,0.730901309273987,"Tauroursodeoxycholic Acid","St_Abundance","Clostridioides.difficile",0.812224813623062,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.producta.St_Abundance",2.22263557751338,1.62635843555122,43,1.36663328878057,0.178843948999323,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.producta",0.287726971139177,"Secondary BA"
"Tauroursodeoxycholic Acid.Actinomyces.sp..ICM47.St_Abundance",-4.46709104697759,11.9883808379972,43,-0.372618380025028,0.711262881277901,"Tauroursodeoxycholic Acid","St_Abundance","Actinomyces.sp..ICM47",0.7965946112449,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.coccoides.St_Abundance",0.27272194705772,1.64960805661714,43,0.165325300130379,0.86946276847919,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.coccoides",0.907072293100214,"Secondary BA"
"Tauroursodeoxycholic Acid.Lachnoclostridium.sp..MP625H6_ig1.St_Abundance",1.99061050322551,5.44534709951076,43,0.365561729463372,0.716484337432208,"Tauroursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H6_ig1",0.801186936433234,"Secondary BA"
"Tauroursodeoxycholic Acid.Lachnoclostridium.sp..MP403G7.St_Abundance",2.33090991721976,5.07725658146679,43,0.459088462404705,0.64848302471917,"Tauroursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP403G7",0.745252523224919,"Secondary BA"
"Tauroursodeoxycholic Acid.Lachnospiraceae.bacterium.7_1_58FAA.St_Abundance",0.0353749165044627,0.816295001030464,43,0.0433359465141971,0.965634352468387,"Tauroursodeoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.7_1_58FAA",0.977180641138557,"Secondary BA"
"Tauroursodeoxycholic Acid.Roseburia.inulinivorans.CAG.15.St_Abundance",-2.43710961291867,2.62299620782164,43,-0.92913196201021,0.358007439306603,"Tauroursodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans.CAG.15",0.48467772039993,"Secondary BA"
"Tauroursodeoxycholic Acid.Lachnoclostridium.sp..MP625H7_ig1.St_Abundance",-2.08553434187465,2.69186931055387,43,-0.774753192399795,0.442725107080352,"Tauroursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H7_ig1",0.567591765744633,"Secondary BA"
"Tauroursodeoxycholic Acid.Anaeromassilibacillus.sp..An250.St_Abundance",-2.22119229965763,3.13381930092488,43,-0.708781230303258,0.482285441297249,"Tauroursodeoxycholic Acid","St_Abundance","Anaeromassilibacillus.sp..An250",0.603016273044704,"Secondary BA"
"Tauroursodeoxycholic Acid.Absiella.sp..VE303.07.St_Abundance",-0.464717239719288,0.74511378545954,43,-0.623686272872645,0.536128320804946,"Tauroursodeoxycholic Acid","St_Abundance","Absiella.sp..VE303.07",0.648039682718655,"Secondary BA"
"Tauroursodeoxycholic Acid.Lachnoclostridium.sp..VE303.01.St_Abundance",-0.709327549236991,2.21259071952616,43,-0.320586877173967,0.750076311850141,"Tauroursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..VE303.01",0.825232165951902,"Secondary BA"
"Tauroursodeoxycholic Acid.Tyzzerella.sp..MP10F1re.St_Abundance",1.25126197988717,0.822463785538544,43,1.52135814596123,0.135490332527778,"Tauroursodeoxycholic Acid","St_Abundance","Tyzzerella.sp..MP10F1re",0.232207252549605,"Secondary BA"
"Tauroursodeoxycholic Acid.Anaerostipes.caccae.St_Abundance",2.84000642398404,1.15322446471981,43,2.46266577831753,0.0178728362069333,"Tauroursodeoxycholic Acid","St_Abundance","Anaerostipes.caccae",0.0450992869686131,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Ruminococcus..gnavus.St_Abundance",2.67429900297922,1.82079445925099,43,1.46875392188931,0.149177771662246,"Tauroursodeoxycholic Acid","St_Abundance","X.Ruminococcus..gnavus",0.250453127955011,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Ruminococcus..gnavus.CAG.126.St_Abundance",3.7392641061016,1.70896890432211,43,2.18802348986264,0.034149637596066,"Tauroursodeoxycholic Acid","St_Abundance","X.Ruminococcus..gnavus.CAG.126",0.0779455177494309,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..HF29.St_Abundance",-2.05765384876218,1.33613488539314,43,-1.54000458431018,0.130886673051241,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..HF29",0.226185674654911,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Clostridium..citroniae.St_Abundance",0.66629391315243,1.88277403545418,43,0.353889474044983,0.725151126775954,"Tauroursodeoxycholic Acid","St_Abundance","X.Clostridium..citroniae",0.808082299392387,"Secondary BA"
"Tauroursodeoxycholic Acid.Clostridia.bacterium.UC5.1.2G4.St_Abundance",0.714983228128205,2.02155964152696,43,0.353679017646074,0.725307732244174,"Tauroursodeoxycholic Acid","St_Abundance","Clostridia.bacterium.UC5.1.2G4",0.808103123816825,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..HF21_ig1.St_Abundance",0.86608972234831,0.880638975977375,43,0.983478753466575,0.330873432614745,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..HF21_ig1",0.456396722834664,"Secondary BA"
"Tauroursodeoxycholic Acid.Tyzzerella.nexilis.St_Abundance",5.13768303974449,2.89865963585766,43,1.77243405061745,0.0834073902398973,"Tauroursodeoxycholic Acid","St_Abundance","Tyzzerella.nexilis",0.163062715508517,"Secondary BA"
"Tauroursodeoxycholic Acid.Hungatella.sp..MP558G09.St_Abundance",-1.32327112254088,3.69278471515142,43,-0.358339633803055,0.721842455882604,"Tauroursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP558G09",0.805637806044926,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Ruminococcus..sp..HK31.St_Abundance",2.5566575960127,3.16613121561616,43,0.80750209700805,0.423821772992066,"Tauroursodeoxycholic Acid","St_Abundance","X.Ruminococcus..sp..HK31",0.549933759105299,"Secondary BA"
"Tauroursodeoxycholic Acid.Fusicatenibacter.saccharivorans.St_Abundance",1.26602511879161,2.75620608858392,43,0.459336159235491,0.648306585856743,"Tauroursodeoxycholic Acid","St_Abundance","Fusicatenibacter.saccharivorans",0.745252523224919,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..HK34.St_Abundance",-0.250033859165179,1.91055119664621,43,-0.130870012593272,0.896488506023963,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..HK34",0.925704618838679,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..MP87G3.St_Abundance",-0.100731769216732,2.15249982464493,43,-0.0467975737156439,0.962891236805975,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..MP87G3",0.974864856781997,"Secondary BA"
"Tauroursodeoxycholic Acid.Anaerotruncus.sp..VE303.02.St_Abundance",-0.120321416575917,0.684579142870928,43,-0.175759688019889,0.86130784325398,"Tauroursodeoxycholic Acid","St_Abundance","Anaerotruncus.sp..VE303.02",0.901241589036863,"Secondary BA"
"Tauroursodeoxycholic Acid.Absiella.sp..MP634G1_ig1.St_Abundance",-0.547320628647851,1.30204290374445,43,-0.420355294801618,0.676319207113348,"Tauroursodeoxycholic Acid","St_Abundance","Absiella.sp..MP634G1_ig1",0.76801412883664,"Secondary BA"
"Tauroursodeoxycholic Acid.Erysipelotrichaceae.bacterium.6_1_45.St_Abundance",0.506827066240394,1.35967088883464,43,0.372757165283424,0.711160328823535,"Tauroursodeoxycholic Acid","St_Abundance","Erysipelotrichaceae.bacterium.6_1_45",0.7965946112449,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Ruminococcus..sp..MP10A9.St_Abundance",-0.688536874949696,2.01810731129881,43,-0.341179515625742,0.734630015987693,"Tauroursodeoxycholic Acid","St_Abundance","X.Ruminococcus..sp..MP10A9",0.813837454845477,"Secondary BA"
"Tauroursodeoxycholic Acid.Intestinibacter.sp..MP113D11.St_Abundance",-0.247803597762041,1.10034267312022,43,-0.225205841612367,0.82288602836266,"Tauroursodeoxycholic Acid","St_Abundance","Intestinibacter.sp..MP113D11",0.874547360017194,"Secondary BA"
"Tauroursodeoxycholic Acid.Megasphaera.micronuciformis.St_Abundance",-2.6456006995503,1.67998258213201,43,-1.57477864811721,0.122637308674339,"Tauroursodeoxycholic Acid","St_Abundance","Megasphaera.micronuciformis",0.215284707803862,"Secondary BA"
"Tauroursodeoxycholic Acid.Veillonella.sp..oral.taxon.158.St_Abundance",1.60674642446003,3.88305694855217,43,0.413783893913563,0.681089005887633,"Tauroursodeoxycholic Acid","St_Abundance","Veillonella.sp..oral.taxon.158",0.771668924761186,"Secondary BA"
"Tauroursodeoxycholic Acid.Veillonella.rogosae.St_Abundance",2.66690026770795,3.81859260536949,43,0.698398740928243,0.488687917706825,"Tauroursodeoxycholic Acid","St_Abundance","Veillonella.rogosae",0.608475357080732,"Secondary BA"
"Tauroursodeoxycholic Acid.Raoultella.ornithinolytica.St_Abundance",2.78576766544804,3.20446339025674,43,0.869339832034981,0.389488098729263,"Tauroursodeoxycholic Acid","St_Abundance","Raoultella.ornithinolytica",0.516640018772246,"Secondary BA"
"Tauroursodeoxycholic Acid.Haemophilus.parainfluenzae.St_Abundance",2.72976093785135,2.74716045725077,43,0.993666362169164,0.325944299442179,"Tauroursodeoxycholic Acid","St_Abundance","Haemophilus.parainfluenzae",0.45172888041631,"Secondary BA"
"Tauroursodeoxycholic Acid.Lactobacillus.plantarum.St_Abundance",-2.17987470553306,0.981782603559821,43,-2.22032321374315,0.0317179490567787,"Tauroursodeoxycholic Acid","St_Abundance","Lactobacillus.plantarum",0.0734905793707495,"Secondary BA"
"Tauroursodeoxycholic Acid.Clostridium.neonatale.St_Abundance",-1.66541171566826,2.57326436637756,43,-0.647198063840096,0.520944062202808,"Tauroursodeoxycholic Acid","St_Abundance","Clostridium.neonatale",0.635447033584006,"Secondary BA"
"Tauroursodeoxycholic Acid.Sellimonas.sp..VE303.03.St_Abundance",-1.74274643428249,1.41250049640106,43,-1.23380235173217,0.223977962747017,"Tauroursodeoxycholic Acid","St_Abundance","Sellimonas.sp..VE303.03",0.340786016728817,"Secondary BA"
"Tauroursodeoxycholic Acid.Veillonella.sp..HF34.St_Abundance",0.148691513306438,1.79136846894009,43,0.0830044269978779,0.93423322469339,"Tauroursodeoxycholic Acid","St_Abundance","Veillonella.sp..HF34",0.952145159440324,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Clostridium..sp..VE303.04.St_Abundance",1.20440997596962,0.682175800751065,43,1.76554192430102,0.0845730759250766,"Tauroursodeoxycholic Acid","St_Abundance","X.Clostridium..sp..VE303.04",0.164740770548181,"Secondary BA"
"Tauroursodeoxycholic Acid.Bifidobacterium.longum.St_Abundance",-1.06099138711758,0.957469140246035,43,-1.10812071378607,0.273969576522988,"Tauroursodeoxycholic Acid","St_Abundance","Bifidobacterium.longum",0.398669372938675,"Secondary BA"
"Tauroursodeoxycholic Acid.Veillonella.atypica.St_Abundance",1.43196224237534,1.37581328414833,43,1.04081146684216,0.303780000392362,"Tauroursodeoxycholic Acid","St_Abundance","Veillonella.atypica",0.429714748740636,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.parasanguinis.St_Abundance",1.62892605521072,3.55245859857613,43,0.458534845659739,0.648877449635013,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.parasanguinis",0.745415351708781,"Secondary BA"
"Tauroursodeoxycholic Acid.Veillonella.sp..MP19D1_02.09.St_Abundance",2.23089304734549,1.60310340583903,43,1.39160895000275,0.171198393347748,"Tauroursodeoxycholic Acid","St_Abundance","Veillonella.sp..MP19D1_02.09",0.277997492050672,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..MP351A5.St_Abundance",2.80116449708503,2.17179429757713,43,1.28979273046717,0.204016642530387,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..MP351A5",0.317118183846169,"Secondary BA"
"Tauroursodeoxycholic Acid.Lactobacillus.fermentum.St_Abundance",-0.974638457263212,1.68642793074691,43,-0.577930689769558,0.56632531924343,"Tauroursodeoxycholic Acid","St_Abundance","Lactobacillus.fermentum",0.673309510789971,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptomyces.flaveus.St_Abundance",-10.9443204885404,18.0612682657943,43,-0.605955258926504,0.547730001619349,"Tauroursodeoxycholic Acid","St_Abundance","Streptomyces.flaveus",0.658012583193062,"Secondary BA"
"Tauroursodeoxycholic Acid.Pediococcus.acidilactici.St_Abundance",-0.669173535480961,1.99500294142673,43,-0.335424836517986,0.738935674426766,"Tauroursodeoxycholic Acid","St_Abundance","Pediococcus.acidilactici",0.816419674657253,"Secondary BA"
"Tauroursodeoxycholic Acid.Lactobacillus.casei.St_Abundance",-13.6571942593085,15.1126862400475,43,-0.903690716685297,0.371194493074989,"Tauroursodeoxycholic Acid","St_Abundance","Lactobacillus.casei",0.498231005730036,"Secondary BA"
"Tauroursodeoxycholic Acid.Bifidobacterium.breve.St_Abundance",0.147566317419528,1.33758087146332,43,0.110323286290787,0.912666299026988,"Tauroursodeoxycholic Acid","St_Abundance","Bifidobacterium.breve",0.936695330356085,"Secondary BA"
"Tauroursodeoxycholic Acid.Lachnoclostridium.sp..MP429E6.St_Abundance",3.29229217293734,1.23995010587114,43,2.65518117007161,0.0110712378977134,"Tauroursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP429E6",0.030715473962595,"Secondary BA"
"Tauroursodeoxycholic Acid.Veillonella.dispar.St_Abundance",-1.14070966919438,4.08285479689372,43,-0.279390212471491,0.781284870274157,"Tauroursodeoxycholic Acid","St_Abundance","Veillonella.dispar",0.84526540687171,"Secondary BA"
"Tauroursodeoxycholic Acid.Veillonella.infantium.St_Abundance",3.16772867557156,4.44005851775001,43,0.713443001462242,0.47942613376978,"Tauroursodeoxycholic Acid","St_Abundance","Veillonella.infantium",0.60075372928253,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..MP624D4_ig1.St_Abundance",-0.775771232015568,1.9099495627402,43,-0.406173674504039,0.686629352635367,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..MP624D4_ig1",0.776032331075502,"Secondary BA"
"Tauroursodeoxycholic Acid.Sutterella.wadsworthensis.St_Abundance",1.96693539220237,0.654283519079466,43,3.00624321848993,0.00440322752234527,"Tauroursodeoxycholic Acid","St_Abundance","Sutterella.wadsworthensis",0.0146364648184624,"Secondary BA"
"Tauroursodeoxycholic Acid.Bacteroides.fragilis.St_Abundance",0.091628074820933,0.570745705754984,43,0.160540979804179,0.873206789378334,"Tauroursodeoxycholic Acid","St_Abundance","Bacteroides.fragilis",0.909549161017238,"Secondary BA"
"Tauroursodeoxycholic Acid.Flavonifractor.sp..VE303.08.St_Abundance",0.578710831869074,0.684622749632471,43,0.8452988630304,0.402623121134994,"Tauroursodeoxycholic Acid","St_Abundance","Flavonifractor.sp..VE303.08",0.529260558990452,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.mutans.St_Abundance",-7.5322875490274,7.35941137397645,43,-1.0234904894245,0.31179970797129,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.mutans",0.437117637679019,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..HF17.St_Abundance",-1.9826420757905,1.41201719890809,43,-1.40412034451398,0.167464852640045,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..HF17",0.273384246746388,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..CAG.257.St_Abundance",-5.01089596712985,3.02286421308405,43,-1.657664921051,0.104664204012709,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..CAG.257",0.190600271860063,"Secondary BA"
"Tauroursodeoxycholic Acid.Eggerthella.sp..MP163B1.St_Abundance",-1.41863641158728,4.35203871874166,43,-0.325970540077701,0.746027764286808,"Tauroursodeoxycholic Acid","St_Abundance","Eggerthella.sp..MP163B1",0.822212988255559,"Secondary BA"
"Tauroursodeoxycholic Acid.Anaerostipes.sp..MP172A5.St_Abundance",9.50672953571331,4.22814777467472,43,2.24843833336565,0.0297277103441974,"Tauroursodeoxycholic Acid","St_Abundance","Anaerostipes.sp..MP172A5",0.069644682328984,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.sp..MP628A10_ig1.St_Abundance",1.47851628963247,2.50752384569997,43,0.58963199579055,0.558523037733274,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.sp..MP628A10_ig1",0.666868420029779,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.sp..MP494C11.St_Abundance",0.234473856357758,2.4704593012347,43,0.0949110378950874,0.924826407825039,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.sp..MP494C11",0.945015271487404,"Secondary BA"
